Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Hung Jury SR4,772231794,"""6917529898165534260""",,Legendary,Scout Rifle,nightfall,KineticSlot,Kinetic,1807,,Stability,3,Vault,false,false,5,19,,85,67,62,59,22,0,0,68,180,46,16,45,0,0,0,0,0,0,0,0,0,22,false,0,0,omolon,,,Precision Frame*,Chambered Compensator*,Hammer-Forged Rifling,Accurized Rounds*,Flared Magwell,Subsistence*,Explosive Payload*,Minor Spec*,Tier 3: Stability*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Royal Entry,2448907086,"""6917529385040218165""",keep,Legendary,Rocket Launcher,strikes,Power,Void,1600,,Velocity,2,Vault,true,false,4,13,,75,65,0,0,20,85,58,54,15,39,1,42,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Precision Frame*,Countermass,Linear Compensator*,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Lasting Impression*,Boss Spec*,Tier 2: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,,
Redback-5si,1687353095,"""6917529860511655999""",,Legendary,Sidearm,legendaryengram,Energy,Solar,1600,,Range,2,Vault,false,false,5,16,,89,69,43,47,12,0,0,48,360,53,15,72,0,0,0,0,0,0,0,0,0,20,false,0,0,veist,,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Accurized Rounds*,Appended Mag,Subsistence*,Vorpal Weapon*,Tier 2: Range*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
Twilight Oath,3297863558,"""6917529427696827647""",,Legendary,Sniper Rifle,dreaming,Energy,Solar,1600,,Handling,1,Vault,false,false,4,14,,69,70,55,37,35,0,0,46,140,58,5,61,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Fluted Barrel,Accurized Rounds*,Flared Magwell,Feeding Frenzy*,Thresh*,Blueshift Dreams*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Night Watch,3504336176,"""6917529197472879256""",keep,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,3,11,,67,69,60,47,20,0,0,35,200,48,19,55,0,0,0,0,0,0,0,0,0,20,false,0,236,,,,Lightweight Frame*,Extended Barrel*,Smallbore,Drop Mag,Extended Mag*,Rapid Hit*,Explosive Payload*,Boss Spec*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,Insomnia*,,,,,,,
Salvager's Salvo,2060863616,"""6917529303750330964""",,Legendary,Grenade Launcher,banshee,Energy,Arc,1600,,Handling,10,Vault,true,false,4,13,,75,70,0,0,13,100,80,36,90,70,1,95,0,0,0,0,0,0,0,0,0,2,false,0,1285,,,,Lightweight Frame*,Quick Launch*,Spike Grenades*,Ambitious Assassin,Demolitionist*,Vorpal Weapon,Chain Reaction*,Precursor Vex Chrome*,Freehand Grip*,Masterworked: Handling*,Panacea*,Kill Tracker*,Crucible Tracker,,,,,,
Coldheart,1345867571,"""6917529132009234109""",,Exotic,Trace Rifle,,Energy,Arc,1779,,"Stability, Reload Speed",10,Vault,false,false,1,1,,100,100,6,70,16,0,0,90,1000,50,101,25,0,0,0,0,0,0,0,0,0,14,false,0,702,omolon,,,Cold Fusion*,Extended Barrel*,Enhanced Battery*,Longest Winter*,Hand-Laid Stock*,Pride of Omolon*,Coldheart Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Trespasser,1234150730,"""6917529759325569175""",,Exotic,Sidearm,seasonpass,Energy,Arc,1800,,,10,Vault,false,false,5,17,,100,70,75,59,12,0,0,90,491,33,30,53,0,0,0,0,0,0,0,0,0,29,false,0,844,,,,Unrepentant*,Full Bore*,Ricochet Rounds*,Be the Danger*,Smooth Grip*,Kill Tracker*,Crucible Tracker,Trespasser Catalyst*,,,,,,,,,,,
Wolftone Draw,3472875143,"""6917529471042086749""",keep,Legendary,Combat Bow,lost,Energy,Arc,1600,,Handling,10,Vault,true,false,4,15,,73,68,76,0,18,0,0,32,0,50,0,75,0,648,73,0,0,0,0,0,0,10,false,0,95,,,,Precision Frame*,Agile Bowstring,Polymer String*,Compact Arrow Shaft*,Fiberglass Arrow Shaft,Impulse Amplifier*,Frenzy*,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Stars in Shadow,2050789284,"""6917529285723283326""",,Legendary,Pulse Rifle,crucible,Energy,Solar,1600,,Stability,1,Vault,false,false,4,12,,74,28,33,72,18,0,0,54,340,34,28,18,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Smallbore,Accurized Rounds*,Steady Rounds,Outlaw*,Thresh*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Under Your Skin,232928045,"""6917529856577457085""",,Legendary,Combat Bow,psiops,Energy,Void,1600,,,,Vault,false,false,5,16,,75,70,76,0,18,0,0,57,0,40,0,60,0,612,64,0,0,0,0,0,0,30,true,9,847,,,,Precision Frame*,Elastic String*,Carbon Arrow Shaft*,Hip-Fire Grip*,Explosive Head*,Regal Daring*,Icarus Grip*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Cryosthesia 77K,603721696,"""6917529381188677160""",,Exotic,Sidearm,,KineticSlot,Stasis,1600,,,10,Vault,false,false,4,14,,92,93,51,72,12,0,0,61,260,46,12,47,0,0,0,0,0,0,0,0,0,28,false,0,21,,,,LN2 Burst*,Polygonal Rifling*,Particle Repeater*,Liquid Cooling*,Polymer Grip*,Deletion Protocol*,Kill Tracker*,Crucible Tracker,Cryosthesia 77K Catalyst*,,,,,,,,,,
Hawkmoon,3856705927,"""6917529506281728370""",keep,Exotic,Hand Cannon,,KineticSlot,Kinetic,1809,,Magazine,10,Vault,true,false,4,12,,100,93,84,62,14,0,0,68,140,59,9,66,0,0,0,0,0,0,0,0,0,26,false,0,499,,,,Paracausal Shot*,Extended Barrel*,Alloy Magazine*,Killing Wind*,Smooth Grip*,Austroraptor*,Kill Tracker*,Crucible Tracker,Hawkmoon Catalyst*,,,,,,,,,,
Wilderflight,2306182339,"""6917529863896951239""",keep,Legendary,Grenade Launcher,dungeon,Energy,Void,1809,,Handling,2,Vault,true,false,5,19,,25,67,0,0,13,0,100,10,100,32,1,45,0,0,0,0,0,0,0,0,0,4,false,0,0,tex-mechanica,,,Double Fire*,Hard Launch*,Smart Drift Control,Disorienting Grenades*,Spike Grenades,Auto-Loading Holster*,Lead from Gold*,Tier 2: Handling*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,,
False Promises,3143732432,"""6917529350013800516""",,Legendary,Auto Rifle,contact,KineticSlot,Kinetic,1600,,Handling,4,Vault,false,false,3,11,,86,52,33,87,20,0,0,39,360,38,32,39,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,High-Caliber Rounds,Ricochet Rounds*,Killing Wind*,Rampage*,Amethyst Veil*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Nezarec's Whisper,254636484,"""6917529870348919983""",,Legendary,Glaive,haunted,Energy,Arc,1800,,,,Vault,true,false,5,17,,0,55,80,40,0,0,0,0,55,30,5,42,0,0,0,0,0,0,0,0,52,9,true,16,535,,,,Adaptive Glaive*,Low-Impedance Windings*,Swap Mag*,Genesis*,Adaptive Munitions*,Envious Touch*,Major Spec*,*,Extrovert*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Eternal Blazon,3514096004,"""6917529427580178967""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1600,,Handling,5,Vault,false,false,4,13,,52,67,60,48,25,0,0,34,200,57,16,64,0,0,0,0,0,0,0,0,0,10,false,0,0,omolon,,,Lightweight Frame*,Signal MS5*,Jolt PS,High-Caliber Rounds*,Ricochet Rounds,Rapid Hit*,Kill Clip*,Tier 5: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Red Herring,3175851496,"""6917529849880925916""",,Legendary,Rocket Launcher,campaign,Power,Void,1600,,,,Vault,true,false,5,16,,66,62,0,0,20,45,68,42,20,47,1,40,0,0,0,0,0,0,0,0,0,3,true,19,419,,,,Adaptive Frame*,Hard Launch*,Impact Casing*,Ambitious Assassin*,Frenzy*,Tarnished Copper*,Quick Access Sling*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Horror Story,3829285960,"""6917529205107031324""",keep,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,3,11,Festival of the Lost,73,35,29,63,18,0,0,45,450,66,32,47,0,0,0,0,0,0,0,0,0,10,false,0,456,,,,Precision Frame*,Cleanshot IS,Red Dot 2 MOA*,Flared Magwell*,Zen Moment*,Rampage*,Precursor Vex Chrome*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Lonesome,2199171672,"""6917529224297238011""",,Legendary,Sidearm,gambitprime,KineticSlot,Kinetic,1600,,Range,5,Vault,false,false,3,11,,90,86,51,70,12,0,0,49,260,21,15,33,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Precision Frame*,Chambered Compensator,Smallbore*,Alloy Magazine*,Light Mag,Zen Moment*,Demolitionist*,Backup Mag*,Tier 5: Range*,Kill Tracker*,Crucible Tracker,Out of Place*,,,,,,,
IKELOS_SR_v1.0.2,1253087083,"""6917529334685158028""",,Legendary,Sniper Rifle,contact,Energy,Solar,1600,,Stability,1,Vault,false,false,3,11,,87,73,55,30,45,0,0,45,140,67,7,77,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,Tactical Mag*,Extended Mag,Feeding Frenzy*,Box Breathing*,Radar Tuner*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Night Watch,3504336176,"""6917529285568565453""",keep,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1600,,Reload Speed,5,Vault,true,false,3,11,,67,69,60,47,20,0,0,35,200,63,18,55,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Lightweight Frame*,Extended Barrel*,Smallbore,Appended Mag*,Alloy Magazine,Subsistence*,Explosive Payload*,Tier 5: Reload Speed*,Kill Tracker*,Crucible Tracker,Insomnia*,,,,,,,,
Verglas Curve,3659414143,"""6917529868958952403""",,Exotic,Combat Bow,seasonpass,KineticSlot,Stasis,1805,,,,Vault,false,false,6,20,,60,83,68,0,18,0,0,63,0,60,0,72,0,580,53,0,0,0,0,0,0,20,false,0,130,,,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Fioritura-59,2566006935,"""6917529860185309125""",,Legendary,Sidearm,legendaryengram,Energy,Void,1600,,Handling,1,Vault,false,false,5,19,,95,59,35,27,12,0,0,68,450,42,15,59,0,0,0,0,0,0,0,0,0,23,false,0,0,suros,,,Rapid-Fire Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Alloy Magazine*,Ricochet Rounds,Pugilist*,Kill Clip*,Tier 1: Handling*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
Tears of Contrition,1366394399,"""6917529863423748551""",keep,Legendary,Scout Rifle,haunted,KineticSlot,Kinetic,1808,,,,Vault,true,false,5,17,,70,60,62,54,19,0,0,56,180,39,16,46,0,0,0,0,0,0,0,0,0,13,true,16,1313,,,,Precision Frame*,Smallbore*,Alloy Magazine*,Triple Tap*,Explosive Payload*,Burnished Reed*,Minor Spec*,*,Extrovert*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Royal Executioner,1720503118,"""6917529886691082022""",keep,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1806,,,,Vault,true,false,6,20,,58,43,65,31,15,0,0,45,0,32,6,30,660,0,0,0,0,0,0,0,0,6,true,3,15,,,,Adaptive Frame*,Polygonal Rifling*,Accelerated Coils*,Slickdraw*,Swashbuckler*,Regal Medallion*,Major Spec*,*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Extraordinary Rendition,1097616550,"""6917529277771626817""",,Legendary,Submachine Gun,battlegrounds,KineticSlot,Kinetic,1600,,Handling,3,Vault,false,false,4,13,,97,34,22,47,15,0,0,23,750,22,28,58,0,0,0,0,0,0,0,0,0,34,false,0,0,,,,Aggressive Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Appended Mag,Steady Rounds*,Zen Moment*,Frenzy*,Vitrified Chronology*,Icarus Grip*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,
Tarnished Mettle,2218569744,"""6917529870336224096""",keep,Legendary,Scout Rifle,plunder,Energy,Arc,1773,,,,Vault,true,false,5,18,,62,73,60,40,20,0,0,38,200,68,16,56,0,0,0,0,0,0,0,0,0,18,true,3,135,,,,Lightweight Frame*,Extended Barrel*,Flared Magwell*,Moving Target*,Explosive Payload*,Grand Luster*,Minor Spec*,*,Right Hook*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Duke Mk. 44,2112909414,"""6917529078853359984""",,Legendary,Hand Cannon,legendaryengram,KineticSlot,Kinetic,1600,1060,Reload Speed,10,Vault,true,false,2,4,,90,69,92,69,14,0,0,39,120,40,9,40,0,0,0,0,0,0,0,0,0,10,false,0,7372,,,,Aggressive Frame*,SteadyHand HCS*,Crossfire HCS,Sureshot HCS,Rapid Hit*,Appended Mag,Armor-Piercing Rounds*,Flared Magwell,Rampage*,Nebula Rose*,Masterworked: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,
Iterative Loop,1289796511,"""6917529886683631996""",,Legendary,Fusion Rifle,neomuna,Energy,Arc,1800,,Stability,2,Vault,true,false,6,20,,47,34,50,23,15,0,0,42,0,44,7,52,500,0,0,0,0,0,0,0,0,8,false,0,2,,BW Deeps,,Rapid-Fire Frame*,Chambered Compensator,Polygonal Rifling*,Accelerated Coils*,Enhanced Battery,Compulsive Reloader*,Voltshot*,Tier 2: Stability*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Hierarchy of Needs,4174431791,"""6917529886239940065""",,Exotic,Combat Bow,dungeon,Energy,Solar,1805,,,,Vault,false,false,5,19,,62,86,92,0,20,0,0,72,0,30,0,38,0,756,85,0,0,0,0,0,0,21,false,0,134,,,,Guidance Ring*,Elastic String*,Fiberglass Arrow Shaft*,Apollonic Tangent*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Ammit AR2,2119346509,"""6917529815388095092""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1800,,,,Vault,false,false,5,18,,86,44,29,61,17,0,0,55,450,38,32,46,0,0,0,0,0,0,0,0,0,20,true,6,377,omolon,,,Precision Frame*,Polygonal Rifling*,Alloy Magazine*,Turnabout*,Adaptive Munitions*,Carbon Blood*,Counterbalance Stock*,*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Explosive Personality,4096943616,"""6917529794782468326""",keep,Legendary,Grenade Launcher,psiops,Energy,Solar,1600,,,,Vault,true,false,5,16,,100,67,0,0,13,100,82,33,72,78,1,78,0,0,0,0,0,0,0,0,0,1,true,4,230,,,,Wave Frame*,Countermass*,High-Velocity Rounds*,Genesis*,Disruption Break*,Quick Access Sling*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Cantata-57,372697604,"""6917529625094255250""",keep,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Reload Speed,10,Vault,true,false,5,16,,85,82,84,51,14,0,0,56,140,35,14,57,0,0,0,0,0,0,0,0,0,22,false,0,34,suros,,,Adaptive Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Extended Mag*,Flared Magwell,Rapid Hit*,Vorpal Weapon*,Minor Spec*,Masterworked: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Traveler's Chosen,1853180924,"""6917529204242853906""",,Exotic,Sidearm,,KineticSlot,Kinetic,1780,,Magazine,10,Vault,false,false,3,11,,85,85,49,85,12,0,0,70,300,40,18,84,0,0,0,0,0,0,0,0,0,35,false,0,935,,,,Gathering Light*,QuickDot SAS*,Armor-Piercing Rounds*,Gift of the Traveler*,Short-Action Stock*,Dream of the Sky*,Kill Tracker*,Crucible Tracker,Traveler's Chosen Catalyst*,,,,,,,,,,
Wastelander M5,1679868061,"""6917529865872217727""",keep,Legendary,Shotgun,30th,KineticSlot,Kinetic,1600,,Stability,2,Vault,true,false,4,15,,51,49,65,54,12,0,0,57,90,59,6,51,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Rifled Barrel*,Corkscrew Rifling,Assault Mag*,Accurized Rounds,Lead from Gold*,One-Two Punch*,Tier 2: Stability*,Hot Swap*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Servant Leader,1107446438,"""6917529638760119202""",,Legendary,Scout Rifle,drifter,KineticSlot,Kinetic,1600,,Range,2,Vault,false,false,4,15,,64,67,45,36,26,0,0,42,260,9,20,8,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Full Bore,Extended Mag*,Steady Rounds,Killing Wind*,Kill Clip*,Tier 2: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Third Axiom,4156253727,"""6917529807862208671""",,Legendary,Pulse Rifle,strikes,Energy,Arc,1600,,Handling,3,Vault,true,false,4,13,,84,66,29,54,18,0,0,75,390,46,36,45,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,Ricochet Rounds*,Flared Magwell,Feeding Frenzy*,Rampage*,Tier 3: Handling*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,,
Truthteller,1946491241,"""6917529463368359843""",keep,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1600,,Handling,1,Vault,true,false,3,11,,70,79,0,0,13,75,89,8,90,71,1,70,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Hard Launch*,Quick Launch,Proximity Grenades*,Spike Grenades,Feeding Frenzy*,Multikill Clip*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Long Arm,8293111,"""6917529849903403476""",keep,Legendary,Scout Rifle,dungeon,Energy,Arc,1806,,Stability,3,Vault,true,false,5,19,,87,52,100,55,18,0,0,43,120,60,15,53,0,0,0,0,0,0,0,0,0,14,false,0,292,tex-mechanica,,,Aggressive Frame*,Chambered Compensator,Polygonal Rifling*,Alloy Magazine,Flared Magwell*,Compulsive Reloader*,Explosive Payload*,Counterbalance Stock*,Tier 3: Stability*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,
Waking Vigil,334171687,"""6917529624130296962""",,Legendary,Hand Cannon,dreaming,Energy,Arc,1600,,Range,3,Vault,false,false,4,13,,98,87,84,40,14,0,0,53,140,56,12,73,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,SteadyHand HCS*,TrueSight HCS,Alloy Magazine*,Ricochet Rounds,Outlaw*,Snapshot Sights*,Tier 3: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
IKELOS_SG_v1.0.3,1168625549,"""6917529865834692845""",keep,Legendary,Shotgun,rasputin,Energy,Solar,1767,,,,Vault,true,false,5,19,,69,72,65,49,12,0,0,32,140,61,8,44,0,0,0,0,0,0,0,0,0,2,true,1,18,,,,Rapid-Fire Frame*,Smoothbore*,Appended Mag*,Feeding Frenzy*,Incandescent*,Quick Access Sling*,*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Cerberus+1,1541131350,"""6917529104428619577""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,false,false,2,4,,86,60,33,25,16,0,0,20,360,35,31,27,0,0,0,0,0,0,0,0,0,16,false,0,11,,,,Four-Headed Dog*,Rifled Barrel*,Fluted Barrel*,Full Bore*,Spread Shot Package*,Four-Headed Mongrel*,Kill Tracker*,Crucible Tracker,Cerberus+1 Catalyst*,,,,,,,,,,
Mechabre,1280894514,"""6917529832172874176""",,Legendary,Sniper Rifle,events,Energy,Arc,1600,,Range,1,Vault,false,false,5,18,Festival of the Lost,77,41,90,80,45,0,0,38,72,40,3,31,0,0,0,0,0,0,0,0,0,5,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds,Tactical Mag*,Snapshot Sights*,Opening Shot*,Tier 1: Range*,Search Party*,Kill Tracker*,Crucible Tracker,,,,,,,,
Nameless Midnight,996109059,"""6917529898176657590""",,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1800,,Reload Speed,3,Vault,false,false,6,20,,79,62,62,50,20,0,0,38,180,47,18,41,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,Alloy Magazine,Outlaw*,Kinetic Tremors*,Tier 3: Reload Speed*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917529858899561434""",keep,Legendary,Hand Cannon,rasputin,Energy,Void,1600,,Stability,3,Vault,true,false,5,19,,100,75,78,42,14,0,0,63,180,43,14,23,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Precision Frame*,Corkscrew Rifling,Extended Barrel*,Tactical Mag*,Flared Magwell,Subsistence*,Frenzy*,Tier 3: Stability*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Perses-D,1019000888,"""6917529642936410205""",keep,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Stability,1,Vault,true,false,5,16,,74,36,67,68,22,0,0,28,150,33,16,46,0,0,0,0,0,0,0,0,0,12,false,0,52,hakke,,,High-Impact Frame*,Extended Barrel,Fluted Barrel*,Appended Mag*,Alloy Magazine,Rapid Hit*,Vorpal Weapon*,Blueshift Dreams*,Minor Spec*,Tier 1: Stability*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,
The Title,294129361,"""6917529758297375026""",keep,Legendary,Submachine Gun,events,Energy,Void,1600,,Handling,3,Vault,true,false,5,16,Guardian Games,95,32,22,55,15,0,0,20,750,23,28,41,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Arrowhead Brake,Extended Barrel*,Extended Mag,High-Caliber Rounds*,Grave Robber*,Vorpal Weapon*,Tier 3: Handling*,Classy Contender*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,,,,,,,
Strident Whistle,2591241074,"""6917529805520238493""",keep,Legendary,Combat Bow,strikes,Energy,Solar,1793,,"Draw Time, Charge Time",3,Vault,true,false,5,17,,76,64,76,0,18,0,0,36,0,40,0,55,0,601,79,0,0,0,0,0,0,5,false,0,27,,,,Precision Frame*,Elastic String*,Polymer String,Fiberglass Arrow Shaft*,Natural Fletching,Archer's Tempo*,Successful Warm-Up*,Minor Spec*,Tier 3: Draw Time*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,
The Long Walk,3326850591,"""6917529817319064345""",,Legendary,Sniper Rifle,dungeon,Energy,Solar,1600,,Stability,5,Vault,false,false,4,15,,76,48,90,83,50,0,0,30,72,34,4,33,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Light Mag,Ensemble*,Snapshot Sights*,Tier 5: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Thunderlord,3325463374,"""6917529810135856498""",,Exotic,Machine Gun,,Power,Arc,1807,,,,Vault,false,false,2,4,Festival of the Lost,70,90,41,65,15,0,0,60,450,68,62,60,0,0,0,0,0,0,0,0,0,26,false,0,26,,,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
The Chaperone,3413860062,"""6917529136441474173""",,Exotic,Shotgun,,KineticSlot,Kinetic,1600,,,,Vault,false,false,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,0,0,0,0,0,0,1,false,0,0,tex-mechanica,,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Ain't My First Rodeo*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Frozen Orbit,3473290087,"""6917529805605356729""",,Legendary,Sniper Rifle,crucible,Energy,Void,1600,,Stability,3,Vault,false,false,4,13,,100,48,90,72,50,0,0,30,72,30,4,30,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Arrowhead Brake*,Polygonal Rifling,Appended Mag*,Steady Rounds,Outlaw*,Vorpal Weapon*,Tier 3: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,,
Synchronic Roulette,811403305,"""6917529891128084539""",keep,Legendary,Submachine Gun,neomuna,KineticSlot,Strand,1797,,Range,5,Vault,false,false,6,20,,100,52,25,53,14,0,0,39,600,19,26,32,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Corkscrew Rifling,Alloy Magazine*,Armor-Piercing Rounds,Perfect Float*,Hatchling*,Tier 5: Range*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,,,,
Thorn,3973202132,"""6917529090577839598""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,false,false,2,6,,100,85,84,49,14,0,0,55,140,40,9,85,0,0,0,0,0,0,0,0,0,21,false,0,35,,,,Mark of the Devourer*,Corkscrew Rifling*,Accurized Rounds*,Soul Devourer*,Wishes of Sorrow*,Textured Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
